SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O
NEMO00RB-R554-006,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.8665,-130.001,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.1,1.52,14.3,,,,,10.6,,0.18,7.54,12,2.84,0.19,0.16,,
NEMO99THO-RC062,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",THONEMO-99,45.867,-130.051,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.72,13.7,,,,,11.4,,0.21,6.64,11.5,2.95,0.21,0.18,,
WFL2005-874-GS007,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8671,-130.003,1.00E-05,-1714.1,-1714.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.69,1.6,14.62,,,,,11.04,,0.2,7.4,12.16,2.72,0.17,0.15,,
WFL2005-874-R008,MBA00000T,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8682,-130.002,1.00E-05,-1715,-1715,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.69,1.49,14.97,,,,,10.83,,0.18,7.61,12.39,2.71,0.17,0.14,,
WFL2005-874-R003,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8682,-130.003,1.00E-05,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.76,1.58,14.61,,,,,11.17,,0.2,7.35,12.32,2.79,0.17,0.13,,
WFL2005-874-GS008,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8682,-130.002,1.00E-05,-1715,-1715,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.88,1.58,14.73,,,,,11.18,,0.19,7.35,12.22,2.71,0.17,0.14,,
WFL2005-874-R004,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8683,-130.003,1.00E-05,-1718.7,-1718.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.76,1.55,14.64,,,,,11.16,,0.2,7.4,12.35,2.74,0.16,0.14,,
WFL2005-874-R005,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8684,-130.005,1.00E-05,-1714.4,-1714.4,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.93,1.53,14.59,,,,,11.27,,0.2,7.32,12.34,2.83,0.17,0.15,,
WFL2005-874-GS009,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.54,14.72,,,,,11.11,,0.2,7.35,12.19,2.71,0.17,0.14,,
WFL2005-874-GS09-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.75,1.55,14.7,,,,,11.22,,0.19,7.14,12.24,2.67,0.16,0.11,,
WFL2005-874-GS09-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.17,1.48,14.74,,,,,11.33,,0.22,7.17,12.27,2.71,0.17,0.12,,
WFL2005-874-GS09-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.04,1.43,14.62,,,,,11.03,,0.21,6.96,12.31,2.67,0.18,0.13,,
WFL2005-874-GS09-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.47,14.75,,,,,11.02,,0.18,7.05,12.25,2.67,0.18,0.14,,
WFL2005-874-GS09-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.54,14.73,,,,,11.31,,0.25,7.09,12.23,2.65,0.17,0.13,,
WFL2005-874-GS09-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8685,-130.005,1.00E-06,-1718.3,-1718.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.79,1.36,14.68,,,,,11.01,,0.18,6.97,12.15,2.69,0.17,0.12,,
NEMO00RB-R554-004,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-0,45.8686,-130,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.3,1.53,14.5,,,,,10.6,,0.19,7.58,12.1,2.86,0.19,0.15,,
WFL2009-D73-R007,MBA00003J,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.8687,-130.009,1.00E-06,-1716,-1716,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.94,1.6,14.63,,,,,11.18,,0.19,7.4,12.34,2.78,0.17,0.15,,
WFL2005-874-GS010,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8687,-130.005,1.00E-05,-1714.1,-1714.1,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.77,1.56,14.67,,,,,11.13,,0.2,7.34,12.18,2.72,0.17,0.13,,
WFL2009-D73-R006,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.869,-129.995,1.00E-05,-1744.7,-1744.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.56,14.51,,,,,11.24,,0.19,7.3,12.44,2.73,0.17,0.15,,
WFL2009-D73-R005,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2009,45.869,-129.994,1.00E-05,-1763.7,-1763.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.57,14.61,,,,,11.16,,0.19,7.4,12.32,2.76,0.18,0.15,,
WFL2005-874-GS011,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.88,1.5,14.5,,,,,10.82,,0.18,7.39,12.32,2.62,0.15,0.12,,
WFL2005-874-GS11-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.37,1.65,14.63,,,,,11.22,,0.19,7.08,12.4,2.65,0.17,0.13,,
WFL2005-874-GS11-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.12,1.46,14.72,,,,,10.81,,0.19,7.09,12.39,2.65,0.15,0.13,,
NEMO98RB-R465-001,,EARTHCHEMDB,10.1029/2003jb002767,MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",RBNEMO-98,45.8693,-129.986,0.0001,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.53,14.2,,,,,10.9,,0.19,7.04,11.7,2.98,0.2,0.14,,
WFL2005-874-GS11-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.41,1.69,14.56,,,,,11.05,,0.17,7.04,12.38,2.66,0.17,0.1,,
WFL2005-874-GS11-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.17,1.56,14.65,,,,,11.07,,0.18,7.24,12.39,2.66,0.16,0.13,,
WFL2005-874-GS11-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.21,1.44,14.78,,,,,10.68,,0.18,7.16,12.36,2.71,0.17,0.11,,
WFL2005-874-GS11-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8693,-130.005,1.00E-06,-1716.3,-1716.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.2,1.6,14.56,,,,,10.69,,0.19,7.03,12.34,2.7,0.18,0.13,,
WFL2005-874-GS12-Limu-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.83,1.56,14.56,,,,,11.14,,0.17,6.98,12.2,2.63,0.17,0.14,,
WFL2005-874-GS013,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.82,1.48,14.55,,,,,10.6,,0.18,7.36,12.24,2.6,0.16,0.13,,
WFL2005-874-GS012,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.93,1.53,14.63,,,,,10.73,,0.18,7.43,12.29,2.59,0.15,0.11,,
WFL2005-874-GS12-Limu-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.75,1.62,14.65,,,,,11.3,,0.18,7.1,12.3,2.6,0.18,0.15,,
WFL2005-874-GS13-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.17,1.46,14.83,,,,,11.05,,0.17,7.09,12.33,3.56,0.15,0.11,,
WFL2005-874-GS12-Limu-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.03,1.59,14.83,,,,,11.37,,0.23,7.16,12.24,2.61,0.16,0.12,,
WFL2005-874-GS13-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.17,1.55,14.79,,,,,10.57,,0.2,7.17,12.45,2.47,0.14,0.12,,
WFL2005-874-GS13-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.07,1.64,14.78,,,,,11.09,,0.14,6.81,12.21,2.42,0.15,0.13,,
WFL2005-874-GS13-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.08,1.51,14.86,,,,,11.17,,0.19,6.98,12.22,3.45,0.15,0.14,,
WFL2005-874-GS12-Limu-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.3,1.51,14.67,,,,,10.76,,0.21,7.1,12.39,2.58,0.14,0.13,,
WFL2005-874-GS13-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.15,1.27,14.81,,,,,10.92,,0.18,7.04,12.36,2.41,0.13,0.12,,
WFL2005-874-GS12-Limu-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.67,1.37,14.59,,,,,10.57,,0.21,7.09,12.28,2.61,0.14,0.14,,
WFL2005-874-GS13-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.8,-1713.8,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.97,1.46,14.68,,,,,11.11,,0.16,7.09,12.42,3.49,0.16,0.12,,
WFL2005-874-GS12-Limu-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8694,-130.005,1.00E-06,-1713.9,-1713.9,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.11,1.56,14.44,,,,,10.74,,0.17,7.08,12.25,2.6,0.15,0.09,,
WFL2005-874-GS14-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8695,-130.004,1.00E-06,-1714.7,-1714.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.54,14.69,,,,,10.7,,0.19,6.98,12.33,2.63,0.16,0.13,,
WFL2005-874-GS14-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8695,-130.004,1.00E-06,-1714.7,-1714.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.06,1.48,14.72,,,,,10.76,,0.18,7.17,12.57,2.64,0.16,0.13,,
WFL2005-874-GS14-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8695,-130.004,1.00E-06,-1714.7,-1714.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.95,1.55,14.76,,,,,11,,0.2,6.83,12.31,2.76,0.14,0.15,,
WFL2005-874-GS14-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.8695,-130.004,1.00E-06,-1714.7,-1714.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.16,1.54,14.63,,,,,10.97,,0.12,7.07,12.26,2.65,0.14,0.14,,
WFL2005-874-GS014,,EARTHCHEMDB,10.1002/ggge.20240,"GEOLOGIC HISTORY OF THE SUMMIT OF AXIAL SEAMOUNT, JUAN DE FUCA RISG",GEOCHEM GEOPHYS GEOSYST,"CLAGUE, D A; DREYER, B; PADUAN, J B; CHADWICK, W; CARESS, D; PORTNER, R; GUILDERSON, T; MCGANN, M; THOMAS, H; BUTTERFIELD, D; EMBLEY, R W",WFL2005,45.8695,-130.004,1.00E-06,-1714.7,-1714.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.97,1.46,14.68,,,,,10.74,,0.19,7.45,12.36,2.68,0.15,0.14,,
