SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O
WFL2005-875-PC51-smooth-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.01,1.32,15.17,,,,,10.61,,0.24,7.42,12.37,2.64,0.13,0.09,,
WFL2005-875-PC51-xls2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.5,1.31,15.03,,,,,11.1,,0.15,7.12,12.55,2.59,0.12,0.13,,
WFL2005-875-PC51-smooth-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.53,1.41,15.04,,,,,10.63,,0.21,7.44,12.29,2.6,0.14,0.11,,
WFL2005-875-PC51-smooth-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.59,1.39,15.18,,,,,10.55,,0.15,7.57,12.39,2.62,0.12,0.09,,
WFL2005-875-PC51-ribbons-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.82,1.37,15.42,,,,,10.92,,0.18,7.45,12.12,2.68,0.14,0.11,,
WFL2005-875-PC51-xls1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.78,1.21,15,,,,,10.76,,0.18,7.3,12.56,2.58,0.12,0.08,,
WFL2005-875-PC51-smooth-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.3,1.3,15.39,,,,,10.54,,0.16,7.51,12.34,2.58,0.12,0.1,,
WFL2005-875-PC51-xls3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.5,1.41,15.07,,,,,10.66,,0.11,7.15,12.55,2.51,0.13,0.11,,
WFL2005-875-PC51-ribbons-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.72,1.32,15.32,,,,,10.47,,0.2,7.42,12.42,2.62,0.13,0.11,,
WFL2005-875-PC51-xls5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.34,15.27,,,,,10.86,,0.18,7.02,12.24,2.58,0.12,0.11,,
WFL2005-875-PC51-smooth-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.53,1.38,15.2,,,,,10.71,,0.16,7.52,12.49,2.68,0.13,0.09,,
WFL2005-875-PC51-ribbons-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.59,1.35,15.19,,,,,10.53,,0.2,7.25,12.26,2.64,0.12,0.1,,
WFL2005-875-PC51-xls6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.34,15.36,,,,,10.61,,0.16,7.11,12.19,2.64,0.13,0.12,,
WFL2005-875-PC51-ribbons-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5623,-130.037,1.00E-06,-2341.2,-2341.2,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.57,1.35,15.18,,,,,11,,0.13,7.32,12.3,2.7,0.12,0.11,,
WFL2005-875-PC73-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.46,1.17,15.38,,,,,10.73,,0.2,7.46,12.3,2.6,0.13,0.12,,
WFL2005-875-PC73-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.45,1.41,15.14,,,,,10.54,,0.21,7.37,12.29,2.62,0.14,0.12,,
WFL2005-875-PC73-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.6,1.31,15.1,,,,,10.36,,0.22,7.28,12.31,2.61,0.14,0.11,,
WFL2005-875-PC73-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.43,1.45,15.26,,,,,10.59,,0.16,7.42,12.36,2.59,0.15,0.11,,
WFL2005-875-PC73-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.38,1.46,15.2,,,,,10.93,,0.15,7.34,12.47,2.66,0.12,0.09,,
WFL2005-875-PC73-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5695,-130.031,1.00E-06,-2335.3,-2335.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.48,1.42,15.02,,,,,10.74,,0.21,7.09,12.57,2.66,0.14,0.1,,
WFL2005-875-PC55-smooth-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.82,1.31,15.15,,,,,10.67,,0.2,7.43,12.32,2.52,0.15,0.1,,
WFL2005-875-PC55-xls-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.67,1.36,15.06,,,,,10.73,,0.23,7.01,12.45,2.7,0.13,0.11,,
WFL2005-875-PC55-xls-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.79,1.46,15.2,,,,,11.13,,0.16,7.02,12.49,2.69,0.13,0.11,,
WFL2005-875-PC55-smooth-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.57,1.12,15.56,,,,,10.64,,0.18,7.6,12.39,2.62,0.12,0.1,,
WFL2005-875-PC55-smooth-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.76,1.36,15.16,,,,,10.73,,0.2,7.38,12.27,2.68,0.14,0.1,,
WFL2005-875-PC55-xls-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.76,1.5,15.19,,,,,10.97,,0.19,7.09,12.47,2.65,0.13,0.11,,
WFL2005-875-PC55-xls-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.64,1.28,15.28,,,,,11.19,,0.21,6.92,12.37,2.77,0.12,0.1,,
WFL2005-875-PC55-smooth-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.51,1.26,15.27,,,,,10.58,,0.18,7.61,12.31,2.59,0.12,0.12,,
WFL2005-875-PC55-smooth-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.61,1.28,15.56,,,,,10.82,,0.2,7.56,12.34,2.6,0.11,0.09,,
WFL2005-875-PC55-smooth-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.75,1.27,15.56,,,,,10.44,,0.19,7.56,12.4,2.65,0.11,0.1,,
WFL2005-875-PC55-xls-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.82,1.4,15.39,,,,,10.91,,0.17,7.43,12.42,2.61,0.12,0.1,,
WFL2005-875-PC55-xls-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.576,-130.039,1.00E-06,-2318.7,-2318.7,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.49,1.34,15.01,,,,,10.86,,0.22,7.11,12.55,2.67,0.12,0.1,,
WFL2005-875-PC77-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.47,15.3,,,,,10.69,,0.19,7.38,12.47,2.64,0.12,0.09,,
WFL2005-875-PC77-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.82,1.43,15.14,,,,,10.65,,0.18,7.3,12.35,2.66,0.14,0.1,,
WFL2005-875-PC77-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.72,1.47,15.09,,,,,10.71,,0.19,7.36,12.36,2.64,0.14,0.13,,
WFL2005-875-PC77-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.73,1.36,15.13,,,,,10.76,,0.2,7.27,12.33,2.74,0.11,0.11,,
WFL2005-875-PC77-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.73,1.33,15.24,,,,,10.88,,0.18,7.3,12.41,2.65,0.14,0.09,,
WFL2005-875-PC77-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5775,-130.035,1.00E-06,-2332.6,-2332.6,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.51,1.39,15.11,,,,,10.59,,0.19,7.32,12.43,2.59,0.12,0.08,,
WFL2005-875-PC60-3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.65,1.3,15.26,,,,,11.07,,0.19,7.31,12.35,2.57,0.1,0.11,,
WFL2005-875-PC60-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.92,1.44,15.09,,,,,10.97,,0.19,7.36,12.36,2.56,0.14,0.1,,
WFL2005-875-PC60-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.77,1.24,15.21,,,,,10.86,,0.16,7.4,12.44,2.54,0.13,0.1,,
WFL2005-875-PC60-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.91,1.37,15.19,,,,,11.11,,0.17,7.38,12.47,2.58,0.12,0.11,,
WFL2005-875-PC60-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.74,1.38,15.16,,,,,10.94,,0.22,7.3,12.39,2.56,0.13,0.13,,
WFL2005-875-PC60-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5776,-130.035,1.00E-06,-2306,-2306,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.61,1.29,15.13,,,,,11,,0.17,7.3,12.46,2.56,0.14,0.1,,
WFL2005-880-PC68-10-15-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.2,1.41,15.45,,,,,10.98,,0.2,7.48,12.27,2.53,0.13,0.09,,
WFL2005-880-PC68-10-15-4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.56,1.36,15.03,,,,,11.08,,0.19,6.87,12.31,2.64,0.14,0.1,,
WFL2005-880-PC68-10-15-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.58,1.47,15.16,,,,,11.02,,0.18,7.48,12.2,2.66,0.15,0.11,,
WFL2005-880-PC68-0-5-6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,1.49,15.25,,,,,10.72,,0.17,7.38,12.33,2.63,0.12,0.08,,
WFL2005-880-PC68-0-5-5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.38,15.59,,,,,10.61,,0.19,7.53,12.34,2.61,0.11,0.1,,
WFL2005-880-PC68-0-5-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.67,1.35,15.42,,,,,10.6,,0.21,7.6,12.51,2.62,0.11,0.13,,
WFL2005-880-PC68-10-15-1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.78,1.52,15.36,,,,,11.37,,0.23,7.33,12.31,2.6,0.11,0.08,,
WFL2005-880-PC68-0-5-2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2005,45.5894,-130.041,1.00E-06,-2301,-2301,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.58,1.46,15.49,,,,,10.58,,0.18,7.45,12.36,2.59,0.12,0.09,,
