Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
,Clinopyroxene,51.43,0.52,2.64,0.29,11.42,0.24,14.13,18.48,0.48,,99.62
,Clinopyroxene,51.24,0.68,3.03,0.09,11.85,0.24,13.9,19.1,0.52,,100.65
,Clinopyroxene,53.09,0.24,2.26,1.12,4.44,0.09,18.17,20.41,0.25,,100.07
,Clinopyroxene,51.64,0.49,2.51,0.06,11.72,0.24,14.33,19.08,0.53,,100.61
,Clinopyroxene,51.04,0.51,2.51,0.05,11.48,0.26,14.35,19.15,0.53,,99.88
,Clinopyroxene,52.5,0.28,2.8,0.59,6.36,0.14,19.56,17.39,0.2,,99.81
,Clinopyroxene,52.96,0.39,1.59,0.14,7.63,0.23,18.29,18.56,0.26,,100.04
,Clinopyroxene,52.1,0.33,3.63,0.23,6.71,0.12,17.51,19.11,0.4,,100.15
,Clinopyroxene,53.01,0.28,2.4,0.98,4.4,0.13,18.14,20.69,0.27,,100.3
,Clinopyroxene,52.31,0.44,1.9,0.04,8.96,0.18,16.15,19.8,0.33,,100.12
,Clinopyroxene,51.8,0.53,2.13,0.05,10.12,0.25,15.36,19.6,0.43,,100.27
,Clinopyroxene,53.12,0.27,2.3,1.12,4.4,0.1,18.37,20.46,0.21,,100.35
,Clinopyroxene,51.76,0.42,1.99,0.07,11.95,0.28,14.71,18.76,0.47,,100.43
,Clinopyroxene,50.65,0.52,2.53,0.08,12.4,0.31,14.02,18.88,0.46,,99.87
,Clinopyroxene,53.2,0.16,2.17,0.94,4.57,0.1,18.07,20.38,0.28,,99.87
,Clinopyroxene,53.74,0.12,2.3,0.89,3.74,0.1,19.02,19.77,0.32,,99.99
,Clinopyroxene,53.54,0.11,1.95,0.65,3.95,0.1,18.97,19.89,0.29,,99.45
,Clinopyroxene,51.24,0.49,2.12,0.03,12.25,0.3,13.77,19.04,0.51,,99.75
,Clinopyroxene,51.05,0.47,2.17,0.01,12.45,0.28,13.61,18.63,0.59,,99.27
,Clinopyroxene,51.83,0.26,3.94,0.61,4.92,0.14,17.21,20.45,0.38,,99.74
,Clinopyroxene,52.32,0.19,2.48,1.13,4.22,0.13,17.87,20.72,0.27,,99.33
,Clinopyroxene,51.67,0.36,1.72,0.03,12.75,0.26,14.19,18.75,0.45,,100.19
,Clinopyroxene,51.41,0.44,1.98,0.06,12.78,0.28,14.17,18.26,0.45,,99.82
,Clinopyroxene,52.58,0.18,2.96,0.93,4.5,0.14,18.01,20.11,0.3,,99.7
,Clinopyroxene,51.35,0.62,3.08,0.17,7.97,0.19,16.32,19.46,0.34,,99.51
,Clinopyroxene,52.57,0.27,2.38,0.37,4.62,0.1,18.18,20.46,0.23,,99.19
,Clinopyroxene,52.56,0.22,2.16,0.97,4.17,0.11,18.9,19.66,0.27,,99.02
,Clinopyroxene,52.61,0.21,2.02,1.01,4.42,0.17,18.86,19.55,0.24,,99.1
,Clinopyroxene,52.28,0.27,2.28,0.88,4.78,0.14,18.71,19.42,0.21,,98.97
,Clinopyroxene,53.59,0.2,2.05,0.91,4.14,0.12,18.2,20.79,0.22,,100.21
,Clinopyroxene,52.86,0.19,3.58,0.46,4.38,0.1,18.06,20.07,0.4,,100.1
,Clinopyroxene,50.67,0.45,2.45,0.13,12.58,0.3,13.26,18.99,0.49,,99.33
,Clinopyroxene,50.89,0.53,2.61,0.13,12.9,0.28,13.22,18.82,0.52,,99.89
,Clinopyroxene,52.48,0.21,3.66,0.51,4.89,0.12,17.65,20.22,0.34,,100.07
,Clinopyroxene,50.97,0.46,2.44,0.08,12.6,0.26,13.71,18.38,0.61,,99.52
,Clinopyroxene,50.89,0.61,2.59,0,13,0.29,14.07,17.63,0.53,,99.6
,Clinopyroxene,51.67,0.59,2.08,0.03,12.72,0.31,14.42,18.62,0.57,,101.01
,Clinopyroxene,53.27,0.22,2.68,0.44,4.6,0.12,18.36,20.15,0.36,,100.22
,Clinopyroxene,53.88,0.29,1.25,0.2,7.87,0.23,20.04,16.75,0.18,,100.68
,Clinopyroxene,51.54,0.6,2.69,0.22,9.46,0.22,15.52,20.29,0.37,,100.93
,Clinopyroxene,51.55,0.48,2.31,0.28,10.3,0.22,14.49,20.01,0.5,,100.14
,Clinopyroxene,53.8,0.21,1.47,0.81,3.99,0.15,19.11,20.55,0.2,,100.29
,Clinopyroxene,53.29,0.25,1.95,0.76,4.91,0.11,18.76,20.29,0.21,,100.54
,Clinopyroxene,53.14,0.19,1.87,0.72,4.22,0.1,18.54,20.32,0.21,,99.29
,Clinopyroxene,53.25,0.19,2.27,1.08,4.05,0.12,18.04,20.64,0.24,,99.87
,Clinopyroxene,52.12,0.26,4.1,0.42,4.63,0.11,17.31,20.58,0.43,,99.95
,Clinopyroxene,51.49,0.34,3.65,0.13,8.26,0.22,15.78,19.46,0.39,,99.72
,Clinopyroxene,51.11,0.36,3.52,0.11,8,0.17,15.82,19.68,0.34,,99.11
,Clinopyroxene,52.53,0.2,2.63,0.99,4.34,0.11,17.68,20.46,0.26,,99.21
,Clinopyroxene,52.59,0.25,3.6,0.43,4.77,0.13,17.65,20.03,0.35,,99.8
,Clinopyroxene,52.32,0.22,3.94,0.43,4.66,0.09,17.89,19.68,0.39,,99.62
,Clinopyroxene,51.98,0.27,3.82,0.57,4.77,0.16,17.49,19.99,0.36,,99.42
,Clinopyroxene,51.91,0.53,2.13,0.42,9.8,0.25,15.17,19.85,0.51,,100.57
,Clinopyroxene,51.99,0.3,2.01,0.85,7.92,0.2,15.8,20.76,0.46,,100.3
,Clinopyroxene,52.69,0.3,3.53,0.46,4.96,0.13,17.34,20.53,0.39,,100.32
,Clinopyroxene,53.11,0.38,1.79,0.29,6.53,0.18,18.17,19.28,0.21,,99.93
,Clinopyroxene,48.84,1.08,4.36,0.12,7.01,0.11,14.74,21.98,0.4,,98.69
,Clinopyroxene,50.85,0.62,2.62,0.02,6.34,0.16,16.11,22.12,0.37,,99.26
,Clinopyroxene,48.86,1.18,4.62,0.08,7.45,0.15,14.54,21.96,0.4,,99.24
,Clinopyroxene,50.94,0.67,2.65,,6.57,0.09,16.08,21.3,0.38,,98.98
,Clinopyroxene,50.3,0.65,2.77,0.01,6.44,0.09,15.96,21.63,0.43,,98.31
,Clinopyroxene,47.75,1.23,5.09,0,7.4,0.09,14.27,21.99,0.51,,98.34
,Clinopyroxene,51.07,0.45,2.55,0.91,4.61,0.12,16.59,21.51,0.53,,98.41
,Clinopyroxene,50.78,1.01,2.61,0.7,8.28,0.15,15.57,19.72,0.39,,99.26
,Clinopyroxene,51.17,0.5,2.32,0.02,6.81,0.17,16.74,20.89,0.37,,99
,Clinopyroxene,49.69,0.89,3.91,0.04,7.56,0.22,15.22,21.36,0.43,,99.34
,Clinopyroxene,51.24,0.78,2.06,,7.03,0.23,17.02,19.94,0.53,,98.83
,Clinopyroxene,50.59,0.77,3.19,0.34,6.07,0.1,15.63,21.69,0.49,,98.92
,Clinopyroxene,49.68,1.32,3.28,,6.54,0.2,15.66,21.46,0.73,,98.89
,Clinopyroxene,48.97,1.37,3.5,0.01,6.96,0.24,15.58,21.08,0.8,,98.51
,Clinopyroxene,50.21,0.7,3.05,,6.64,0.16,15.67,21.8,0.43,,98.66
,Clinopyroxene,50.46,0.68,2.76,0.03,6.51,0.2,16.11,21.82,0.35,,98.92
,Clinopyroxene,49.78,0.71,2.75,0.02,6.65,0.2,15.81,21.61,0.42,,97.96
,Clinopyroxene,47.41,1.22,3.25,,6.57,0.18,15.02,22.23,0.74,,96.62
,Clinopyroxene,49.97,1.17,3.28,,6.62,0.21,15.92,21.23,0.81,,99.24
,Clinopyroxene,50.21,0.72,2.99,0.17,7.69,0.22,15.59,20.66,0.36,,98.62
,Clinopyroxene,52.95,0.36,0.92,0.02,15.22,0.53,27.23,2.03,0.01,,99.31
,Clinopyroxene,53.63,0.4,3.15,,14.65,0.5,21.96,2.47,0.71,,97.5
,Clinopyroxene,51.68,0.19,1.25,0.11,20.84,0.65,23.17,1.34,0.08,,99.3
,Clinopyroxene,52.13,0.18,0.83,0.04,21.2,0.67,23.45,1.25,,,99.75
,Clinopyroxene,52.81,0.09,0.51,,21.48,0.73,23.61,0.86,,,100.1
,Clinopyroxene,52.73,0.24,2.26,0.02,14.96,0.37,28.01,1.26,0.01,,99.91
,Clinopyroxene,52.73,0.2,2.65,0.03,15.62,0.37,27.27,1.23,0.02,,100.18
,Clinopyroxene,52.44,0.22,3.33,0.22,13.95,0.33,28.25,1.2,0.02,,100.06
,Clinopyroxene,52.65,0.07,0.57,,21.61,0.69,23.46,0.82,0,,99.88
,Clinopyroxene,52.43,0.07,0.49,,21.85,0.7,23.96,0.67,0.02,,100.21
,Clinopyroxene,52.86,0.26,2.02,0.06,15.5,0.4,27.26,1.46,0.02,,99.84
,Clinopyroxene,52.91,0.24,0.73,,19.09,0.77,24.76,1.24,0,,99.78
,Clinopyroxene,52.12,0.27,2.49,0.07,15.69,0.35,27.31,1.33,0.07,,99.72
,Clinopyroxene,52.94,0.15,0.65,,19.04,0.81,25.26,1.08,,,99.98
,Clinopyroxene,52.45,0.32,2.15,0,17.1,0.4,26.32,1.52,0.02,,100.28
hb1.1,Amphibole,43.3,3.24,10.3,,11.4,0.2,14.64,11,2.43,0.61,97.1
hb1.2,Amphibole,42.6,3.34,10.2,,11.7,0.2,14.28,11,2.49,0.59,96.4
hb2.1,Amphibole,42.1,3.35,11.5,,11.3,0.1,14.42,11.3,2.78,0.48,97.4
hb2.2,Amphibole,44.2,2.65,9.2,,11.7,0.3,15.21,11.1,2.38,0.53,97.2
hb3.1,Amphibole,42.2,2.79,11.2,,10.7,0.2,15.18,11.4,2.2,0.45,96.4
hb3.2,Amphibole,43,3.02,10.1,,11.7,0.2,14.64,11,2.4,0.61,96.6
hb4.1,Amphibole,43.1,3.19,11.1,,11.5,0.2,14.6,11.4,2.36,0.5,97.9
hb4.2,Amphibole,42,2.84,11.3,,10.5,0,15.17,11.4,2.54,0.57,96.4
hb5.1,Amphibole,43.1,3.31,10.7,,10.9,0.2,14.88,11.2,2.27,0.59,97.2
hb5.2,Amphibole,41.6,3.2,10.9,,10.6,0.2,15.05,11.2,2.45,0.49,95.7
hb6.1,Amphibole,43.4,3.03,10.7,,10.5,0.2,15.05,11.2,2.4,0.7,97.2
hb6.2,Amphibole,41.7,2.99,10.5,,11.9,0.3,14.02,11.2,2.36,0.59,95.5
stockstil1,Amphibole,41.2,2.42,14.66,,10.93,0.88,14.52,8.89,2.53,0.22,96.26
stockstil2,Amphibole,41.55,2.53,14.37,,10.86,0.11,15.08,8.17,2.53,0.21,95.43
stockstil3,Amphibole,42.29,2.62,14.11,,10.37,0.25,14.53,9.14,2.54,0.25,96.17
stockstil4,Amphibole,43.17,2,11.46,,9.37,0.13,16.77,12.35,2.62,0.34,98.39
stockstil5,Amphibole,43.55,2.28,11.53,,9.09,0.12,16.62,11.02,2.63,0.28,97.15
SL4-1R,Amphibole,41.63,3.5,12.67,,12.58,0.11,14.04,11.21,2.53,0.44,
SL4-1C,Amphibole,41.47,3.65,12.25,,13.48,0.12,13.51,11.47,2.7,0.44,
SL4-2R,Amphibole,42.25,3.16,12.8,,11.37,0.14,14.27,11.39,2.42,0.35,
SL4-2C,Amphibole,42.06,3.31,12.94,,10.43,0.09,15,11.65,2.53,0.38,
19-1E-11-73 hbl-1 ,Amphibole,43.11,2.603,10.759,,13.036,0.227,13.29,10.504,2.426,0.446,96.473
19-1E-11-73 hbl-2 ,Amphibole,43.172,2.611,10.776,,13.165,0.229,13.356,10.625,2.374,0.447,96.901
19-1E-11-73 hbl-3 ,Amphibole,43.648,2.455,10.604,,13.354,0.211,13.431,10.684,2.323,0.445,97.167
19-1E-11-73 hbl-4 ,Amphibole,42.553,2.681,10.779,,13.127,0.254,13.369,10.745,2.394,0.447,96.431
19-1E-11-73 hbl-5 ,Amphibole,42.621,2.648,10.882,,12.865,0.22,13.353,10.626,2.427,0.457,96.235
19-1E-11-73 hbl-6 ,Amphibole,42.195,3.016,11.187,,12.562,0.155,13.667,10.833,2.498,0.444,96.644
19-1E-11-73 hbl-7 ,Amphibole,42.381,3.134,10.973,,12.272,0.159,13.391,10.834,2.483,0.45,96.122
19-1E-11-73 hbl-8 ,Amphibole,43.441,2.579,10.599,,13.092,0.224,13.466,10.565,2.355,0.409,96.801
93ss117-amph-1 ,Amphibole,48.447,0.983,4.612,,9.901,0.129,17.245,10.667,2.313,0.862,95.186
93ss117-amph-2 ,Amphibole,48.941,1.021,4.54,,9.933,0.172,17.837,10.681,2.459,0.8,96.39
93ss117-amph-3 ,Amphibole,48.874,1.067,4.951,,10.037,0.171,17.15,10.748,2.358,0.853,96.275
93ss117-amph-4 ,Amphibole,48.139,1.239,5.182,,10.394,0.19,16.949,10.817,2.425,0.961,96.301
93ss117-amph-5 ,Amphibole,48.183,1.135,5.371,,10.745,0.158,16.987,10.537,2.556,0.913,96.591
xl1,Amphibole,44.69,1.97,11.87,,9.23,0.11,17.03,11.06,2.7,0.66,100.53
xl2,Amphibole,44.92,1.96,11.06,,9.66,0.1,18.17,11.15,2.41,0.7,102.11
xl3,Amphibole,42.16,2.78,11.88,,10.55,0.12,15.86,11.53,2.7,0.67,100.17
xl5,Amphibole,45.23,2.02,11.14,,8.61,0.07,17.33,11.49,2.21,0.8,99.22
xl7,Amphibole,45.38,2.02,10.88,,8.96,0.09,17.53,11.46,2.36,0.78,100.08
xl9,Amphibole,45.91,2,10.49,,8.86,0.09,17.79,11.35,2.37,0.75,100.46
xl10,Amphibole,47.16,1.85,10.1,,8.4,0.09,17.82,11.63,2.27,0.76,101.03
xl11,Amphibole,46.98,1.9,8.45,,7.14,0.13,19.14,11.52,2.53,1.19,101.87
xl12,Amphibole,45.69,1.99,10.45,,8.7,0.1,17.78,11.4,2.44,0.82,100.79
,Amphibole,44.24,2.86,11.79,,12.27,0.14,14.6,11.24,2.29,0.29,
,Amphibole,44.16,2.18,12.87,,11.95,0.17,14.64,10.96,2.32,0.29,
,Amphibole,44.56,2.47,11.52,,10.85,0.17,15.58,11.43,2.22,0.27,
,Amphibole,43.29,2.85,14.13,,12.17,0.12,14.11,10.95,2.49,0.34,
,Amphibole,45.19,2.04,12.55,,10.88,0.11,16,10.68,2.32,0.29,
,Amphibole,48.37,1.54,7.39,,13.66,0.27,15.17,11,1.5,0.28,
,Amphibole,43.8,2.86,12.2,,13.38,0.14,13.91,11.03,2.27,0.28,
,Amphibole,45.22,2.2,11.9,,11.62,0.14,14.83,11,2.2,0.3,
,Amphibole,45.07,2.1,12.03,,11.05,0.13,15.72,10.79,2.26,0.3,
,Amphibole,45.25,2.67,11.16,,12.19,0.14,14.83,10.99,2.21,0.26,
,Amphibole,44.84,2.23,12.36,,10.21,0.16,15.55,11.15,2.34,0.3,
,Amphibole,43.08,2.37,14.2,,14.59,0.12,11.64,10.38,2.38,0.38,
,Amphibole,42.9,2.24,14.05,,12.05,0.13,14.51,10.33,2.56,0.29,
,Amphibole,41.81,2.37,14.37,,15.24,0.19,11.95,10.63,2.37,0.37,
,Amphibole,46.94,2.09,8.64,,13.7,0.16,14.36,11.28,1.79,0.34,
,Amphibole,44.83,2.31,12.24,,11.06,0.16,15.21,10.95,2.3,0.29,
,Amphibole,43.74,2.56,12.48,,12.46,0.13,14.14,11.12,2.3,0.29,
,Amphibole,44.73,2.18,12.82,,11.32,0.16,14.97,11.01,2.3,0.3,
,Amphibole,44.19,2.33,12.38,,10.05,0.12,15.25,11.2,2.38,0.33,
,Amphibole,43.82,2.32,12.65,,10.78,0.15,14.83,11.08,2.31,0.36,
,Amphibole,45.17,2.15,11.67,,9.5,0.14,15.78,11.17,2.23,0.35,
,Amphibole,44.29,2.11,12.03,,10.52,0.11,15.23,11.26,2.19,0.32,
,Amphibole,44.82,2.28,11.77,,10.7,0.17,15.2,10.78,2.21,0.29,
,Amphibole,43.2,2.4,12.81,,12.68,0.14,13.66,11.15,2.28,0.31,
,Amphibole,42.63,1.97,13.1,,14.76,0.2,12.03,11.2,2.11,0.35,
,Amphibole,44.61,2.3,11.32,,11.24,0.12,14.83,11.32,2.12,0.31,
,Amphibole,43.39,2.66,13.18,,11.84,0.13,14.25,11.13,2.39,0.36,
,Amphibole,41.9,2.9,13.91,,13.98,0.16,12.53,11.25,2.43,0.35,
,Amphibole,41.45,2.67,14.45,,15.21,0.17,11.78,11.16,2.33,0.36,
,Amphibole,43.63,2.79,11.84,,11.76,0.16,14.82,11.38,2.25,0.29,
,Amphibole,47.15,1.46,8.9,,14.66,0.32,13.65,10.19,2.68,0.32,
,Amphibole,43.67,2.39,13.09,,12.59,0.16,13.78,11.2,2.28,0.32,
,Amphibole,45.54,1.85,10.48,,13.58,0.23,14.08,10.58,1.96,0.26,
,Amphibole,44.44,2.19,11.34,,14.92,0.25,12.7,10.86,1.82,0.4,
,Amphibole,46.26,1.41,10.27,,14.73,0.33,13.58,10.38,1.71,0.36,
,Amphibole,47.5,1.45,9.45,,14.25,0.31,14.13,10.61,1.49,0.28,
,Amphibole,44.32,2.79,11.84,,11.24,0.14,14.94,11.46,2.25,0.26,
,Amphibole,43.52,2.98,10.69,,16.09,0.25,11.79,10.8,2.29,0.39,
,Amphibole,43.52,2.3,12.79,,12.9,0.15,13.9,11.2,2.18,0.32,
,Amphibole,44.28,2.26,12.33,,10.5,0.14,15.26,11.25,2.31,0.31,
,Amphibole,45.17,2.15,11.92,,10.31,0.11,15.58,11.07,2.23,0.32,
,Amphibole,44.12,2.72,11.71,,11,0.18,15.14,11.39,2.25,0.31,
,Amphibole,41.2,2.63,15.25,,15.73,0.17,10.34,10.82,2.43,0.41,
,Amphibole,44.48,2.61,12.38,,11.46,0.14,14.89,10.5,2.38,0.26,
,Amphibole,42.53,2.81,13.53,,13.47,0.11,13.03,10.87,2.32,0.33,
,Amphibole,44.31,2.24,11.65,,12.25,0.17,14.56,11.2,2.17,0.29,
,Amphibole,44.3,2.68,11.81,,10.82,0.09,15.13,11.3,2.26,0.27,
,Amphibole,43.45,2.38,13.18,,11.66,0.1,14.53,11.11,2.41,0.32,
,Amphibole,43.51,2.48,13.44,,11.54,0.11,14.65,10.75,2.46,0.31,
,Amphibole,45.39,2.16,12.1,,10.55,0.13,15.77,10.95,2.28,0.3,
,Amphibole,44.13,2.85,10.84,,15.13,0.16,12.93,10.98,2.3,0.34,
,Amphibole,44.67,2.42,9.78,,15.58,0.21,12.66,10.86,2.01,0.38,
,Amphibole,41.64,2.25,14.15,,14.86,0.16,11.4,11.07,2.33,0.38,
,Amphibole,44.77,2.24,11.65,,12.08,0.14,14.75,11.01,2.21,0.29,
,Amphibole,44.07,2.33,11.41,,13.98,0.19,13.22,10.95,2.22,0.3,
,Amphibole,44.13,2.04,12.55,,11.44,0.11,14.82,10.79,2.32,0.3,
,Amphibole,44.43,2.44,10.48,,13.67,0.16,14.06,10.95,2.09,0.28,
,Amphibole,43.85,2.13,12.37,,10.93,0.12,14.74,11.12,2.28,0.33,
,Amphibole,46.17,1.94,10.72,,9.87,0.11,16.29,11.04,2.14,0.27,
,Amphibole,45.55,2.08,11.25,,10.17,0.11,16.05,10.87,2.18,0.27,
,Amphibole,47.37,1.4,9.76,,13.84,0.3,14.58,10.93,1.55,0.28,
,Amphibole,44.24,3.08,10.26,,14.65,0.2,12.84,11.02,2.35,0.63,
,Amphibole,44.01,2.64,11.42,,13.36,0.16,13.7,11.18,2.16,0.3,
,Amphibole,43.88,2.32,12.65,,12.24,0.15,14.19,11.44,2.23,0.3,
,Amphibole,46.45,1.31,9.15,,16.99,0.27,12.46,11,1.94,0.24,
,Amphibole,43.5,2.12,13.16,,13.47,0.12,13.43,11.15,2.22,0.29,
,Amphibole,42.81,2.79,14.16,,13.54,0.13,12.63,10.93,2.36,0.36,
,Amphibole,45.22,2.33,9.57,,17.09,0.35,11.96,10.78,2.02,0.35,
,Amphibole,44.47,2.4,10.08,,17.32,0.28,11.27,10.91,2.04,0.44,
,Amphibole,43.51,2.27,13.42,,12.7,0.12,13.86,11.06,2.36,0.34,
,Amphibole,44.67,2.94,10.48,,14.51,0.16,13.24,11.16,2.27,0.33,
,Amphibole,46.73,1.19,10.53,,15.46,0.29,14.12,9.84,1.7,0.2,
,Amphibole,46.44,1.49,10.4,,14.7,0.31,13.89,10.13,1.64,0.24,
,Amphibole,44.44,2.78,11.27,,12.81,0.17,13.99,11.24,2.23,0.27,
,Amphibole,43.88,3.6,11.14,,13.05,0.18,13.54,11.19,2.27,0.4,
,Amphibole,42.99,4.4,11.94,,11.9,0.14,13.6,11.34,2.39,0.4,
,Amphibole,44.06,2.85,11.69,,13.9,0.18,13.31,10.97,2.24,0.29,
,Amphibole,47.1,1.67,8.7,,14.4,0.24,14.8,10.8,1.88,0.2,
,Amphibole,43.1,2.85,12.8,,14.7,0.2,12.9,11.1,2.32,0.39,
,Amphibole,42.6,2.89,13.5,,14,0.17,13,11.1,2.42,0.37,
,Amphibole,46.8,1.78,9.1,,14.8,0.23,14.5,10.8,1.86,0.32,
,Amphibole,45,1.5,10.6,,15.8,0.25,13.7,11,2.13,0.21,
,Amphibole,43.7,2.49,10.9,,16.8,0.19,12.6,10.7,2.28,0.36,
,Amphibole,44,2.68,11.3,,16.8,0.22,12.4,10.9,2.29,0.4,
,Amphibole,45.3,1.51,10.9,,16.2,0.24,13.5,10.9,2.08,0.22,
,Amphibole,43.7,2.27,13.2,,12.4,0.13,14.6,11.4,2.4,0.27,
,Amphibole,44,2.07,13.1,,12.2,0.09,14.8,11.1,2.49,0.25,
,Amphibole,44.4,2.14,11.3,,15,0.2,13.6,10.9,2.34,0.32,
,Amphibole,42.4,2.13,13.9,,15.1,0.21,12.7,11.1,2.54,0.37,
,Amphibole,46,1.99,10,,15.2,0.23,14,11,2.01,0.31,
,Amphibole,43.8,1.99,11.3,,14.3,0.17,13.9,10.7,2.23,0.29,
,Amphibole,43.4,2.28,13.1,,12.8,0.12,14.5,11,2.44,0.32,
,Amphibole,46,1.94,9.7,,15,0.22,14.3,10.8,1.97,0.29,
,Amphibole,43.4,1.95,12.3,,15.4,0.18,13.4,10.9,2.44,0.33,
,Amphibole,44.7,2.11,12.6,,11.2,0.1,15.8,10.8,2.44,0.29,
,Amphibole,43.7,2.09,13.3,,13,0.09,14.5,10.9,2.36,0.26,
,Amphibole,43.3,2.14,12.5,,14,0.18,13.9,11.2,2.23,0.28,
,Amphibole,45,1.85,12.5,,11,0.11,15.8,10.8,2.42,0.34,
,Amphibole,45.6,2.03,9.8,,15,0.24,14.2,10.9,2.16,0.28,
,Amphibole,44.3,2.05,13.1,,11.5,0.13,15.3,11,2.4,0.33,
,Amphibole,45.5,2.01,9.7,,14.5,0.2,14.3,11,2.11,0.26,
,Amphibole,44.9,1.98,10.9,,14.2,0.18,14.3,10.9,2.15,0.26,
,Amphibole,43.5,2.31,12.6,,14.6,0.15,13.6,10.4,2.4,0.28,
,Amphibole,43.1,2.4,13.1,,14.9,0.17,13,10.6,2.49,0.34,
,Amphibole,43.5,2.15,13.1,,13.2,0.18,14.3,10.8,2.54,0.28,
,Amphibole,43.8,1.96,11.8,,14.7,0.22,13.9,10.8,2.21,0.3,
,Amphibole,43.7,2.06,12.4,,14.1,0.18,14,11.2,2.31,0.3,
,Amphibole,44.7,2.1,12.8,,10.9,0.12,15.7,11,2.47,0.3,
,Amphibole,46,1.97,9.6,,14.5,0.24,14.5,11,1.94,0.27,
,Amphibole,42.4,2.22,13.6,,14.5,0.2,13.1,11.1,2.48,0.31,
,Amphibole,43,1.85,12.7,,15,0.22,13.4,11,2.3,0.43,
,Amphibole,44.2,2.05,12.6,,11.4,0.09,15.6,10.8,2.36,0.26,
,Amphibole,45.9,1.96,10,,14.8,0.24,14.3,10.9,2.09,0.25,
,Amphibole,46.3,1.71,9.1,,14.8,0.28,14.5,10.8,1.91,0.3,
,Amphibole,45.7,2.17,9.9,,14.7,0.21,14.1,11,2.05,0.36,
,Amphibole,43.8,2.24,13,,12.1,0.11,15,10.7,2.55,0.25,
,Amphibole,43.5,2.17,13.3,,13.2,0.15,13.9,11.2,2.4,0.28,
,Amphibole,44.2,2.17,12.8,,10.9,0.11,15.4,11,2.57,0.3,
,Amphibole,46.2,2.01,9.2,,15.1,0.2,13.7,10.9,1.94,0.35,
,Amphibole,46,1.94,9.1,,15.3,0.23,13.6,10.8,2.05,0.36,
,Amphibole,44.6,2.44,11.4,,12.8,0.17,14.7,11.1,2.47,0.24,
,Amphibole,43.8,2.41,11.6,,16.1,0.2,12.2,10.9,2.23,0.24,
,Amphibole,45.4,1.96,9.5,,17.9,0.21,12,10.5,1.99,0.37,
,Amphibole,47.2,1.21,8.6,,15,0.35,14.1,10.6,1.57,0.44,
,Amphibole,44,1.9,11.6,,14.7,0.21,13.5,10.8,2.36,0.29,
,Amphibole,44.9,2.1,12.4,,10.9,0.1,15.1,10.9,2.34,0.28,
,Amphibole,43.4,2.28,12.8,,13.7,0.1,13.4,11.1,2.5,0.26,
,Amphibole,44.1,1.68,12.8,,11.7,0.15,14.8,11,2.17,0.27,
,Amphibole,43.4,2.01,12.1,,14.2,0.22,13.7,10.9,2.21,0.27,
,Amphibole,43.6,2.32,11.9,,12.8,0.16,14.4,11.1,2.41,0.28,
,Amphibole,44.8,2.34,11.5,,12.5,0.1,14.6,11.1,2.33,0.28,
,Amphibole,44.9,2.01,10.7,,15.3,0.24,13.5,10.6,2.22,0.35,
,Amphibole,43.3,2.67,11.1,,14.7,0.17,13.2,10.8,2.37,0.27,
,Amphibole,44.2,2.8,10.9,,14,0.16,13.5,10.8,2.28,0.31,
,Amphibole,43,2.74,11.3,,14.7,0.16,13,10.8,2.31,0.32,
,Amphibole,42.8,2.94,11.1,,13.8,0.17,13.6,11,2.33,0.31,
,Amphibole,43,2.82,11.1,,14.4,0.21,13.5,10.8,2.33,0.28,
,Amphibole,42.7,2.54,11,,15.4,0.23,12.7,10.8,2.31,0.32,
,Amphibole,44.7,2.6,11.5,,13.5,0.16,13.8,11,2.46,0.51,
,Amphibole,43.3,2.63,11.5,,13.9,0.17,13.6,11,2.26,0.48,
,Amphibole,43.5,2.45,11.9,,11.4,0.12,15.3,11.3,2.49,0.3,
,Amphibole,44,1.81,11.6,,14.5,0.27,13.7,10.8,2.31,0.27,
,Amphibole,43.9,2.66,10.4,,13.6,0.16,13.5,10.8,2.34,0.46,
,Amphibole,44.9,2.56,10.6,,13.5,0.18,13.9,10.9,2.41,0.28,
,Amphibole,44.3,2.52,10.6,,13.6,0.15,13.9,11,2.4,0.29,
,Amphibole,44.4,2.6,10.6,,13.6,0.19,13.8,10.9,2.34,0.3,
,Amphibole,45.1,2.4,10.3,,13.5,0.18,14.1,10.9,2.36,0.3,
,Amphibole,43.2,2.38,11.2,,15.2,0.25,13.3,10.4,2.3,0.3,
,Amphibole,43.3,2.43,11.1,,14.9,0.24,13.1,10.5,2.52,0.24,
,Amphibole,45.2,2.06,9.4,,13.8,0.18,14.1,10.7,2,0.29,
,Amphibole,42.6,1.94,11.9,,13.8,0.18,13.3,11,2.34,0.26,
,Amphibole,42.9,2.28,11.5,,14.5,0.23,13.2,10.7,2.3,0.15,
,Amphibole,43.4,2.15,12.6,,10.7,0.1,15.1,10.8,2.4,0.26,
,Amphibole,42.2,2.45,11.8,,13.8,0.21,13.2,11.1,2.45,0.19,
,Amphibole,42.8,2.46,11.8,,14.1,0.2,12.9,11,2.33,0.19,
,Amphibole,45.9,1.88,9.3,,13.8,0.21,13.9,10.7,1.95,0.27,
,Amphibole,44.2,2.03,12.6,,11.1,0.09,15.2,10.7,2.24,0.27,
,Amphibole,43,2.14,12.8,,11.9,0.14,14.3,11,2.26,0.29,
