Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
Line 4 LC80-475 PX7T1,Clinopyroxene,52.7329538,0.374,1.403,,16.863,0.494,24.648,1.665,0.03,0,
,Clinopyroxene,52.08,0.41,3.31,0.44,6.93,0.17,16.65,19.03,0.36,,99.37
,Clinopyroxene,52.57,0.48,1.98,0.09,7.75,0.2,17.42,18.57,0.27,,99.33
,Clinopyroxene,51.55,0.6,1.97,0.03,11.85,0.32,14.36,18.7,0.46,,99.85
,Clinopyroxene,51.35,0.61,1.98,0.05,11.79,0.29,14.16,18.75,0.49,,99.47
,Clinopyroxene,52.44,0.25,2.43,0.57,6.47,0.16,17.57,19.17,0.39,,99.53
,Clinopyroxene,52.74,0.22,2.26,0.37,7.31,0.16,17.8,17.84,0.33,,99.04
,Clinopyroxene,53.82,0.27,1.2,0.2,7.19,0.15,18.91,17.5,0.22,,99.47
,Clinopyroxene,51.43,0.55,2.39,0.03,11.53,0.26,15.34,17.47,0.48,,99.48
,Clinopyroxene,53.8,0.23,1.79,0.73,5.28,0.13,20.14,17.57,0.19,,99.89
,Clinopyroxene,52.31,0.43,3.25,0.88,5.35,0.11,18,19.34,0.24,,99.91
,Clinopyroxene,51.75,0.37,3.01,0.15,7.5,0.16,16.26,19.07,0.4,,98.66
,Clinopyroxene,51.07,0.69,2.57,0.02,11.63,0.26,14.45,17.79,0.51,,98.99
,Clinopyroxene,52.52,0.34,3.59,0.52,4.59,0.13,17.93,19.43,0.38,,99.43
,Clinopyroxene,52.32,0.49,3.04,0.39,6.79,0.21,17.75,18.5,0.27,,99.77
,Clinopyroxene,52.59,0.26,2.71,0.94,4.39,0.1,17.91,19.91,0.26,,99.08
,Clinopyroxene,51.27,0.56,1.84,0.03,12.14,0.31,14.1,18.82,0.44,,99.51
,Clinopyroxene,50.86,0.66,2.04,0.07,12.53,0.28,13.99,18.34,0.49,,99.24
,Clinopyroxene,51.65,0.43,4.04,0.31,5.4,0.1,16.91,20.03,0.34,,99.22
,Clinopyroxene,51.13,0.6,2.22,0.02,12.33,0.27,13.88,18.59,0.56,,99.61
,Clinopyroxene,51.1,0.61,2.21,0.02,11.6,0.26,13.82,18.42,0.54,,98.59
,Clinopyroxene,52.52,0.27,3.24,0.46,5.23,0.1,18.04,19.34,0.41,,99.6
,Clinopyroxene,51.95,0.22,2.03,0.31,7.61,0.21,15.65,20.46,0.37,,98.81
,Clinopyroxene,50.94,0.62,2.49,0.1,11.36,0.22,14.43,18.66,0.54,,99.35
,Clinopyroxene,50.73,0.73,2.85,0.09,11.53,0.23,14.19,18.83,0.56,,99.74
,Clinopyroxene,52.23,0.26,2.52,0.96,4.48,0.11,17.66,20.45,0.24,,98.91
,Clinopyroxene,52.86,0.23,1.91,0.81,4.32,0.13,18.04,20.59,0.22,,99.09
,Clinopyroxene,50.84,0.63,2.48,0.12,11.59,0.26,13.88,18.95,0.5,,99.24
,Clinopyroxene,50.47,0.68,2.64,0.25,11.37,0.2,13.66,19.25,0.47,,98.98
,Clinopyroxene,52.59,0.23,2.09,1.1,4.18,0.1,17.99,20.41,0.23,,98.91
,Clinopyroxene,52.03,0.34,2.78,1.04,4.84,0.09,17.58,20.31,0.24,,99.27
,Clinopyroxene,51.96,0.3,3.19,0.5,8.42,0.16,16.32,18.37,0.44,,99.67
,Clinopyroxene,51.84,0.37,2.69,0.16,8.6,0.2,16.62,18.04,0.43,,98.94
,Clinopyroxene,52.68,0.25,2.29,1.11,4.31,0.09,17.94,20.33,0.24,,99.25
,Clinopyroxene,53.31,0.15,1.86,0.7,4.32,0.09,18.32,20.24,0.34,,99.32
,Clinopyroxene,53.55,0.17,1.72,0.63,4.05,0.1,18.61,20.19,0.29,,99.31
,Clinopyroxene,51.27,0.71,2.25,0.12,9.6,0.25,15.17,19.09,0.43,,98.9
,Clinopyroxene,51.2,0.7,2.19,0.11,10.4,0.22,15.17,18.93,0.49,,99.42
,Clinopyroxene,53.44,0.24,1.55,0.69,4.52,0.12,18.65,20.09,0.16,,99.47
,Clinopyroxene,52.24,0.33,2.48,0.08,9.27,0.23,16.66,17.77,0.38,,99.44
,Clinopyroxene,53.06,0.26,1.89,0.32,7.16,0.16,18.21,18.51,0.25,,99.82
,Clinopyroxene,52.45,0.24,2.86,0.24,6.8,0.17,17.26,19.27,0.34,,99.63
,Clinopyroxene,52.63,0.24,2.85,0.17,7.21,0.2,17.86,18.15,0.38,,99.69
,Clinopyroxene,52.78,0.19,2.24,1.08,4.37,0.13,17.97,20.71,0.23,,99.69
,Clinopyroxene,53.63,0.13,1.55,0.83,4.55,0.17,19.56,19.07,0.24,,99.72
,Clinopyroxene,52.36,0.21,2.61,0.81,4.87,0.09,17.86,20.34,0.25,,99.4
,Clinopyroxene,51.59,0.42,2.03,0.11,11.97,0.22,14.2,18.85,0.56,,99.95
,Clinopyroxene,52.65,0.21,3.04,0.8,4.67,0.09,17.36,20.57,0.28,,99.68
,Clinopyroxene,53.12,0.27,2.18,0.35,7.66,0.18,19.85,16.72,0.17,,100.5
,Clinopyroxene,50.93,0.41,2.52,0.12,12.7,0.25,13.43,19.07,0.46,,99.89
,Clinopyroxene,51.6,0.39,2.49,0.14,11.04,0.3,15.44,18.11,0.47,,99.98
,Clinopyroxene,53.22,0.19,2.34,0.75,5.02,0.1,18.8,19.72,0.24,,100.38
,Clinopyroxene,51.03,0.52,3.72,0.14,9.25,0.2,14.99,20.06,0.46,,100.36
,Clinopyroxene,51.14,0.56,3.67,0.11,9.38,0.17,14.85,20.03,0.45,,100.36
,Clinopyroxene,50.84,0.55,3.63,0.09,9.18,0.16,14.99,20.08,0.39,,99.9
,Clinopyroxene,50.49,0.62,4.02,0.09,9.3,0.21,14.56,20.12,0.45,,99.85
,Clinopyroxene,53.62,0.17,2.91,0.24,5.15,0.1,18.05,19.45,0.44,,100.14
,Clinopyroxene,53.6,0.17,2.52,0.28,5,0.1,18.56,19.6,0.3,,100.13
,Clinopyroxene,51.86,0.49,2.21,0.22,11.72,0.23,14.47,19.3,0.47,,100.98
,Clinopyroxene,53.31,0.26,2.26,0.95,4.89,0.13,18.71,19.73,0.24,,100.47
,Clinopyroxene,53.85,0.19,1.24,0.61,4.55,0.14,19.61,19.51,0.18,,99.89
,Clinopyroxene,52.66,0.44,2.22,0.32,6.66,0.17,17.84,19.64,0.26,,100.21
,Clinopyroxene,52.93,0.24,2.67,0.79,4.72,0.1,18.12,19.93,0.34,,99.85
,Clinopyroxene,53.28,0.45,2.15,0.32,6.67,0.21,17.92,19.36,0.24,,100.6
,Clinopyroxene,53.12,0.25,2.17,0.94,4.5,0.12,18.56,20.14,0.2,,100.01
,Clinopyroxene,52.76,0.26,2.36,1.11,4.3,0.12,18.32,20.19,0.26,,99.67
,Clinopyroxene,52.76,0.3,2.34,0.88,5.02,0.12,18.54,19.24,0.26,,99.52
,Clinopyroxene,51.01,0.6,2.31,0.12,10.97,0.23,14.2,18.74,0.43,,98.63
,Clinopyroxene,51.14,0.6,2.47,0.13,11.08,0.24,14.59,19.1,0.45,,99.82
,Clinopyroxene,53.41,0.18,2.12,0.84,4.38,0.07,19.33,18.95,0.31,,99.66
,Clinopyroxene,50.17,0.83,3.49,0.1,13.03,0.24,12.32,18.55,0.55,,99.31
,Clinopyroxene,49.83,0.7,2.9,0.11,12.3,0.3,13.29,18.71,0.49,,98.7
,Clinopyroxene,52.8,0.22,1.9,0.91,4.32,0.11,17.83,20.99,0.2,,99.3
,Clinopyroxene,53.01,0.21,1.48,0.15,6.87,0.2,17.84,19.43,0.28,,99.51
,Clinopyroxene,52.48,0.17,2.34,0.98,4.31,0.12,17.74,20.88,0.26,,99.26
,Clinopyroxene,53.19,0.17,1.83,0.81,4.31,0.14,18.72,20.23,0.23,,99.64
,Clinopyroxene,52.28,0.27,2.69,0.1,9.15,0.23,16.89,18.34,0.38,,100.34
,Clinopyroxene,52.22,0.36,2.16,0.08,10.29,0.24,16.39,18.03,0.36,,100.13
,Clinopyroxene,53.73,0.17,1.42,0.49,5.37,0.13,19.39,19.29,0.13,,100.11
,Clinopyroxene,52.05,0.51,1.97,0.13,10.74,0.29,14.6,19.22,0.49,,100
,Clinopyroxene,51.66,0.55,2,0.08,11.56,0.27,14.63,19.15,0.45,,100.34
,Clinopyroxene,50.86,0.66,2.55,0.1,11.62,0.24,14.26,19.03,0.51,,99.84
,Clinopyroxene,52.43,0.27,3.12,0.92,4.19,0.12,17.89,20.28,0.34,,99.57
,Clinopyroxene,51.99,0.31,2.26,0.12,10.44,0.22,16.28,17.36,0.4,,99.38
,Clinopyroxene,50.82,0.45,2.57,0.02,12.76,0.26,15.25,16.36,0.43,,98.9
,Clinopyroxene,52.63,0.2,2.6,0.72,4.78,0.15,18.33,19.58,0.27,,99.26
,Clinopyroxene,52.79,0.18,2.8,0.51,4.66,0.15,18.09,19.72,0.34,,99.24
,Clinopyroxene,53.14,0.33,1.87,0.17,7.23,0.16,18.06,17.97,0.29,,99.22
,Clinopyroxene,52.38,0.34,2.11,0.65,7.39,0.21,17.39,18.61,0.39,,99.47
,Clinopyroxene,52.53,0.47,1.55,0.13,8.3,0.19,17.11,18.72,0.31,,99.3
,Clinopyroxene,53.26,0.3,1.55,0.19,7.31,0.19,18.44,18.25,0.25,,99.74
,Clinopyroxene,53.45,0.31,1.42,0.2,7.45,0.17,18.68,17.71,0.25,,99.63
,Clinopyroxene,52.66,0.24,2.23,0.97,4.52,0.16,18.18,19.81,0.23,,99
,Clinopyroxene,51.22,0.64,2.79,0.06,12.11,0.29,14.61,17.04,0.5,,99.26
,Clinopyroxene,52.87,0.24,2.48,0.7,4.69,0.12,18.47,19.54,0.34,,99.46
,Clinopyroxene,52.35,0.2,3.49,0.73,6.01,0.14,17.89,18.27,0.4,,99.47
,Clinopyroxene,53.37,0.32,1.65,0.29,6.99,0.15,18.63,18.2,0.28,,99.88
,Clinopyroxene,53.16,0.22,2.13,0.84,4.4,0.14,18.43,20.13,0.25,,99.7
,Clinopyroxene,53.01,0.23,3,0.73,4.45,0.08,18.38,19.45,0.34,,99.69
,Clinopyroxene,52.91,0.13,2.27,1.03,4.54,0.14,18.63,19.43,0.25,,99.33
,Clinopyroxene,52.65,0.27,1.87,0.33,6.36,0.16,18.11,19.19,0.26,,99.21
,Clinopyroxene,53.31,0.15,1.86,0.7,4.32,0.09,18.32,20.24,0.34,,99.32
,Clinopyroxene,53.55,0.17,1.72,0.63,4.05,0.1,18.61,20.19,0.29,,99.31
,Clinopyroxene,51.27,0.71,2.25,0.12,9.6,0.25,15.17,19.09,0.43,,98.9
,Clinopyroxene,51.2,0.7,2.19,0.11,10.4,0.22,15.17,18.93,0.49,,99.42
,Clinopyroxene,53.44,0.24,1.55,0.69,4.52,0.12,18.65,20.09,0.16,,99.47
,Clinopyroxene,52.66,0.22,2.09,0.9,4.11,0.12,18.09,20.5,0.23,,98.92
,Clinopyroxene,52.48,0.23,2.39,0.74,4.51,0.1,17.91,20.35,0.24,,98.95
,Clinopyroxene,52.35,0.46,2.14,0.25,6.8,0.17,17.51,19.19,0.22,,99.08
,Clinopyroxene,52.28,0.45,2.32,0.29,6.68,0.13,17.58,19,0.23,,98.96
,Clinopyroxene,52.27,0.39,2.24,0.1,8.6,0.23,17.09,18.03,0.31,,99.27
,Clinopyroxene,52.38,0.42,2.35,0.07,8.4,0.18,16.86,17.91,0.29,,98.86
,Clinopyroxene,51.73,0.35,3.97,0.45,4.92,0.12,17.02,19.98,0.39,,98.94
,Clinopyroxene,52.14,0.37,3.06,0.46,5.77,0.13,18.41,18.68,0.28,,99.29
,Clinopyroxene,50.91,0.6,2.57,0.12,11.31,0.24,14.95,17.65,0.49,,98.84
,Clinopyroxene,51.14,0.63,2.69,0.15,10.53,0.26,15.25,17.92,0.58,,99.16
,Clinopyroxene,52.96,0.22,1.63,0.36,6.77,0.2,18.07,18.57,0.32,,99.11
,Clinopyroxene,53.12,0.31,1.63,0.2,7.15,0.18,17.98,18.29,0.3,,99.16
,Clinopyroxene,51.73,0.37,2.55,0.09,9.45,0.2,16.23,17.92,0.37,,98.92
,Clinopyroxene,51.4,0.5,2.46,0.06,10.74,0.23,15.74,17.58,0.42,,99.12
,Clinopyroxene,52.45,0.25,2.18,1.01,4.23,0.09,18.08,20.41,0.22,,98.92
,Clinopyroxene,52.83,0.44,1.81,0.19,8.43,0.21,19.55,15.5,0.2,,99.16
,Clinopyroxene,51.47,0.5,2.32,0.07,10.37,0.28,15.82,17.39,0.47,,98.69
,Clinopyroxene,51.29,0.45,2.31,0.22,10.75,0.25,15.65,17.87,0.42,,99.19
,Clinopyroxene,50.75,0.61,2.09,0.08,12.49,0.3,13.72,18.36,0.55,,98.96
,Clinopyroxene,50.88,0.58,2.25,0.06,12.21,0.24,13.88,18.63,0.58,,99.33
,Clinopyroxene,52.66,0.22,2.18,0.96,4.1,0.14,18.02,20.11,0.22,,98.63
,Clinopyroxene,53.17,0.21,2.13,0.71,4.63,0.11,18.34,19.57,0.3,,99.17
,Clinopyroxene,52.98,0.31,1.58,0.28,6.8,0.16,18.74,17.41,0.2,,98.47
,Clinopyroxene,51.37,0.53,1.76,0.01,13.12,0.3,13.9,17.74,0.67,,99.4
,Clinopyroxene,51.28,0.54,1.82,0.02,12.81,0.28,13.82,18.17,0.52,,99.25
,Clinopyroxene,52.87,0.42,1.91,0.29,6.82,0.16,17.82,18.8,0.25,,99.35
,Clinopyroxene,50.7,0.71,2.23,0.05,12.08,0.27,13.45,18.93,0.5,,98.91
,Clinopyroxene,50.95,0.67,2.04,0.04,12.8,0.32,13.7,18.58,0.44,,99.54
,Clinopyroxene,52.26,0.37,2.75,0.61,4.74,0.17,17.64,20.07,0.22,,98.82
,Clinopyroxene,52.34,0.31,2.58,0.88,4.67,0.16,17.74,20.34,0.22,,99.24
,Clinopyroxene,51.3,0.49,2.66,0.09,9.2,0.28,15.33,18.86,0.37,,98.57
,Clinopyroxene,52.6,0.23,2.2,0.99,4.5,0.12,18.01,20.31,0.19,,99.13
,Clinopyroxene,51.72,0.34,3.91,0.21,5.9,0.13,16.8,19.82,0.4,,99.28
,Clinopyroxene,51.74,0.34,2.7,0.99,4.69,0.12,17.32,20.73,0.24,,98.9
,Clinopyroxene,49.69,0.78,3.49,0,11.29,0.22,13.62,19.25,0.45,,98.85
,Clinopyroxene,49.41,0.89,3.9,0.03,11.66,0.28,13.58,18.97,0.46,,99.18
,Clinopyroxene,49.36,0.89,3.87,0.03,11.38,0.24,13.4,19.07,0.49,,98.76
,Clinopyroxene,49.15666667,0.963333333,4.133333333,0.05,11.53333333,0.266666667,13.31333333,18.91666667,0.506666667,,98.84
,Clinopyroxene,52.73,0.33,1.78,0.14,7.82,0.18,17.06,19.04,0.32,,99.48
,Clinopyroxene,52.12,0.39,2.5,0.21,8.18,0.21,17.02,18.36,0.4,,99.39
,Clinopyroxene,51.03,0.53,2.39,0.1,11.15,0.23,15.1,18.08,0.43,,99.11
,Clinopyroxene,50.78,0.63,2.69,0.03,11.66,0.24,15.11,17.1,0.47,,98.78
,Clinopyroxene,52.54,0.25,2.36,1.1,4.37,0.14,17.87,20.59,0.25,,99.54
,Clinopyroxene,51.44,0.5,2.38,0.07,10.33,0.25,14.83,19.53,0.43,,99.77
,Clinopyroxene,50.8,0.59,2.33,0.04,11.12,0.25,14.12,19.17,0.45,,98.87
,Clinopyroxene,52.87,0.25,2.85,0.42,4.8,0.1,17.72,20.14,0.36,,99.59
,Clinopyroxene,52.83,0.26,2.27,0.87,4.46,0.1,17.76,20.63,0.22,,99.45
,Clinopyroxene,52.77,0.22,2.15,1.03,4.18,0.1,18.39,19.77,0.23,,98.83
,Clinopyroxene,52.62,0.23,2.16,1.15,4.3,0.08,17.91,20.45,0.24,,99.14
,Clinopyroxene,52.98,0.21,2.02,0.85,4.56,0.09,18.24,20.21,0.21,,99.38
,Clinopyroxene,52.81,0.33,1.57,0.15,6.79,0.22,17.82,19.03,0.25,,98.96
,Clinopyroxene,51.08,0.63,2.46,0.04,11.71,0.31,14.64,17.5,0.49,,98.87
,Clinopyroxene,51.06,0.63,2.48,0.05,11.79,0.25,14.78,17.49,0.46,,98.97
,Clinopyroxene,53.47,0.2,1.48,0.6,4.5,0.14,18.62,20.03,0.17,,99.22
,Clinopyroxene,52.17,0.36,2.46,0.09,9.34,0.15,16.61,17.81,0.43,,99.5
,Clinopyroxene,52.04,0.38,2.52,0.12,9.46,0.21,16.24,17.86,0.41,,99.26
,Clinopyroxene,53.21,0.29,1.34,0.25,6.96,0.2,18.01,18.37,0.25,,98.97
,Clinopyroxene,52.99,0.21,2.21,0.63,4.5,0.11,18.01,20.36,0.28,,99.34
,Clinopyroxene,53.04,0.25,2.22,0.87,4.71,0.12,18.18,20.02,0.23,,99.71
,Clinopyroxene,53.16,0.17,2.14,0.34,4.04,0.13,18.45,20.63,0.27,,99.39
,Clinopyroxene,53.79,0.14,1.24,0.24,4.65,0.16,19.41,19.53,0.2,,99.4
,Clinopyroxene,51.12,0.58,3.54,0.19,8.06,0.12,14.99,20.09,0.47,,99.2
,Clinopyroxene,50.89,0.58,3.58,0.22,8.38,0.15,15.14,20.06,0.46,,99.46
,Clinopyroxene,52.13,0.41,2.94,0.57,4.9,0.14,17.57,20.35,0.19,,99.27
,Clinopyroxene,51.01,0.61,3.57,0.18,8.58,0.17,15.15,19.55,0.5,,99.35
,Clinopyroxene,50.8,0.56,3.67,0.18,8.35,0.16,15.45,19.47,0.44,,99.12
,Clinopyroxene,50.81,0.63,3.5,0.2,8.03,0.19,15.26,19.74,0.44,,98.84
,Clinopyroxene,53.72,0.14,1.53,0.58,4.56,0.13,19.17,19.32,0.29,,99.5
,Clinopyroxene,52.37,0.35,2.86,0.79,5.79,0.16,18.81,17.98,0.2,,99.35
,Clinopyroxene,51.09,0.54,3.73,0.07,8.05,0.19,15.28,19.84,0.44,,99.28
,Clinopyroxene,52.2,0.21,2.7,0.74,4.14,0.13,17.66,20.39,0.34,,98.59
,Clinopyroxene,52.56,0.28,1.81,0.99,5.32,0.13,18.53,18.64,0.26,,98.56
,Clinopyroxene,51.37,0.43,2.5,0.04,8.07,0.26,16.05,19.66,0.47,,98.94
,Clinopyroxene,50.66,0.63,2.58,0.01,10.44,0.44,14.74,19.07,0.46,,99.1
,Clinopyroxene,50.71,0.49,2.26,0.06,10.08,0.33,13.99,20.23,0.47,,98.65
,Clinopyroxene,53.33,0.21,1.53,0.73,4.46,0.09,18.46,20.7,0.17,,99.74
,Clinopyroxene,52.26,0.22,2.59,0.75,5.88,0.14,17.26,19.25,0.37,,98.72
,Clinopyroxene,52.42,0.28,2.02,0.35,8.19,0.18,16.71,18.53,0.41,,99.08
,Clinopyroxene,53.07,0.18,2.32,0.63,4.42,0.15,18.29,19.71,0.41,,99.18
,Clinopyroxene,52.92,0.31,1.82,0.2,7.34,0.2,18.47,17.5,0.27,,99.05
,Clinopyroxene,53.12,0.33,1.54,0.24,7.32,0.21,19.2,16.26,0.17,,98.38
,Clinopyroxene,50.68,0.69,2.5,0.05,11.83,0.26,13.9,18.92,0.39,,99.22
,Clinopyroxene,50.91,0.62,2.37,0.04,11.66,0.23,14.05,18.64,0.57,,99.07
,Clinopyroxene,53.32,0.17,2.17,0.36,4.33,0.05,18.95,19.17,0.31,,98.83
,Clinopyroxene,52.82,0.25,2.65,0.44,4.48,0.11,18.22,19.68,0.4,,99.05
,Clinopyroxene,50.97,0.6,2.59,0.24,10.83,0.25,14.83,18.39,0.48,,99.19
,Clinopyroxene,51.21,0.61,2.79,0.18,9.97,0.23,14.93,18.6,0.55,,99.1
,Clinopyroxene,52.06,0.32,3.21,0.42,5.23,0.14,17.1,19.99,0.37,,98.84
,Clinopyroxene,52.57,0.38,2.04,0.36,6.84,0.16,17.72,18.73,0.28,,99.07
,Clinopyroxene,52.12,0.54,2.43,0.18,7.46,0.21,17.44,18.03,0.23,,98.65
,Clinopyroxene,51.16,0.66,3.16,0.21,8.45,0.17,15.22,19.96,0.43,,99.41
,Clinopyroxene,51.11,0.65,3.06,0.19,8.72,0.21,15.14,19.81,0.45,,99.35
,Clinopyroxene,50.83,0.63,2.65,0.11,10.58,0.16,14.84,18.18,0.41,,98.39
,Clinopyroxene,51,0.59,2.59,0.11,10.87,0.25,15.03,18.44,0.42,,99.3
,Clinopyroxene,52.72,0.25,2.18,0.85,4.87,0.14,18.24,20.11,0.26,,99.62
,Clinopyroxene,50.46,0.62,2.19,0.06,13.08,0.24,13.54,18.44,0.38,,99.01
,Clinopyroxene,51.02,0.57,1.98,0.09,13.47,0.33,13.71,17.87,0.31,,99.35
,Clinopyroxene,52.65,0.28,2.08,0.96,4.33,0.07,18.04,20.43,0.24,,99.09
,Clinopyroxene,51.97,0.4,2.28,0.17,9.29,0.2,16.59,17.78,0.31,,99
,Clinopyroxene,52.2,0.43,2.21,0.09,10.57,0.25,16,17.6,0.37,,99.7
,Clinopyroxene,51.9,0.41,2.47,0.36,7.05,0.16,16.99,19.12,0.32,,98.79
,Clinopyroxene,53.01,0.29,1.83,0.3,7,0.24,18.27,18.12,0.28,,99.33
,Clinopyroxene,52.84,0.3,1.76,0.17,7.42,0.21,18.17,18.25,0.28,,99.41
,Clinopyroxene,52.77,0.25,2.11,0.74,4.13,0.15,18.34,20.07,0.22,,98.79
,Clinopyroxene,52.67,0.29,2.19,0.8,5.54,0.13,18.73,18.59,0.22,,99.17
,Clinopyroxene,52.64,0.21,1.88,0.97,4.37,0.15,18.57,19.47,0.24,,98.49
,Clinopyroxene,51.73,0.37,2.55,0.09,9.45,0.2,16.23,17.92,0.37,,98.92
,Clinopyroxene,51.4,0.5,2.46,0.06,10.74,0.23,15.74,17.58,0.42,,99.12
,Clinopyroxene,52.45,0.25,2.18,1.01,4.23,0.09,18.08,20.41,0.22,,98.92
,Clinopyroxene,52.01,0.24,2.64,0.71,7.69,0.22,16.73,18.78,0.39,,99.4
,Clinopyroxene,52.3,0.29,2.21,0.43,7.43,0.14,17.18,18.5,0.38,,98.86
,Clinopyroxene,52.23,0.3,2.52,0.7,4.6,0.15,18.07,19.83,0.24,,98.65
,Clinopyroxene,52.44,0.25,2.33,1.2,4.25,0.07,18.01,20.39,0.28,,99.22
,Clinopyroxene,52.75,0.43,2.07,0.31,6.96,0.19,18.45,18.04,0.21,,99.41
,Clinopyroxene,52.99,0.39,2.03,0.19,7.2,0.15,17.88,18.53,0.27,,99.63
,Clinopyroxene,53.04,0.16,2.06,1.07,4.9,0.14,19.13,18.48,0.31,,99.29
,Clinopyroxene,53.18,0.26,2.55,0.75,4.45,0.12,18.33,19.87,0.33,,99.84
,Clinopyroxene,52.44,0.32,2.54,0.82,4.77,0.17,18.4,19.55,0.22,,99.22
,Clinopyroxene,50.51,0.67,2.96,0.06,12.66,0.29,13.67,18.27,0.54,,99.64
,Clinopyroxene,53.67,0.21,1.53,0.54,4.83,0.13,19.29,19.1,0.21,,99.51
,Clinopyroxene,51.13,0.46,2.63,0.08,11.6,0.29,14.79,17.88,0.47,,99.33
,Clinopyroxene,51.01,0.44,2.65,0.05,11.31,0.21,14.79,17.87,0.46,,98.8
,Clinopyroxene,51.86,0.23,3.53,0.42,4.89,0.13,17.08,20.47,0.37,,98.97
,Clinopyroxene,51.53,0.36,1.79,0.03,11.28,0.22,14.55,19.14,0.47,,99.37
,Clinopyroxene,51.72,0.33,1.86,0.03,10.94,0.27,14.62,19.16,0.53,,99.46
,Clinopyroxene,52.28,0.2,2.59,0.92,4.75,0.08,17.52,20.33,0.27,,98.94
,Clinopyroxene,52.88,0.16,1.62,0.62,6.01,0.13,17.63,19.87,0.32,,99.24
,Clinopyroxene,52.23,0.36,2.36,0.15,7.46,0.19,17.47,18.5,0.34,,99.05
,Clinopyroxene,50.74,0.67,2.42,0.05,12.31,0.24,14.63,17.44,0.47,,98.97
,Clinopyroxene,50.79,0.62,2.42,0.03,12.77,0.27,14.73,16.9,0.42,,98.95
,Clinopyroxene,52.37,0.28,2.46,1,4.42,0.08,17.8,20.33,0.26,,98.98
,Clinopyroxene,52.26,0.43,2.02,0.31,6.98,0.15,17.89,19.04,0.19,,99.28
,Clinopyroxene,52.26,0.42,2.18,0.1,9.64,0.18,17.21,17.23,0.36,,99.58
,Clinopyroxene,52.43,0.22,2.12,1.19,6.08,0.13,17.11,19.48,0.29,,99.04
,Clinopyroxene,51.24,0.64,2.57,0.05,12.29,0.25,14.98,17.11,0.47,,99.61
,Clinopyroxene,52.72,0.44,2,0.34,6.78,0.16,18.34,17.76,0.18,,98.71
,Clinopyroxene,52.42,0.42,1.96,0.35,6.66,0.14,18.36,18.34,0.19,,98.83
,Clinopyroxene,52.43,0.36,3.79,0.57,4.49,0.12,17.88,19.62,0.42,,99.68
,Clinopyroxene,49.94,0.86,3.32,0.63,11.67,0.26,13.7,18.29,0.6,,99.27
,Clinopyroxene,51.41,0.33,3.32,0.49,5.82,0.13,16.36,20.13,0.48,,98.47
,Clinopyroxene,51.72,0.35,3.07,0.62,5.51,0.13,16.7,20.31,0.39,,98.8
,Clinopyroxene,53.02,0.19,1.97,0.97,4.12,0.08,18.09,20.79,0.23,,99.44
,Clinopyroxene,50.8,0.48,2.1,0.1,12.4,0.31,13.93,18.4,0.46,,98.99
,Clinopyroxene,50.72,0.46,2.1,0.09,12.34,0.29,13.84,18.5,0.47,,98.8
,Clinopyroxene,53.17,0.14,2.25,0.46,4.53,0.13,19.16,19,0.3,,99.14
,Clinopyroxene,52.9,0.2,2.87,0.4,4.35,0.08,18.14,19.9,0.32,,99.17
,Clinopyroxene,52.1,0.28,2.46,0.14,8.28,0.16,17.01,18.17,0.39,,98.99
,Clinopyroxene,50.91,0.47,2.45,0.1,11.4,0.31,15.17,17.53,0.44,,98.78
,Clinopyroxene,52.89,0.18,2,0.41,4.7,0.11,18.58,19.69,0.17,,98.73
,Clinopyroxene,52.6,0.36,2.33,0.29,6.77,0.14,17.7,18.68,0.25,,99.11
,Clinopyroxene,52.07,0.31,4.21,0.27,5.29,0.1,16.84,20.23,0.42,,99.73
,Clinopyroxene,52.2,0.22,4.35,0.28,5.38,0.11,17.49,19.61,0.38,,100
,Clinopyroxene,53.56,0.17,1.85,0.71,5.35,0.13,19.7,18.15,0.19,,99.79
,Clinopyroxene,51.5,0.35,3.9,0.53,5.68,0.14,16.6,20.53,0.46,,99.68
,Clinopyroxene,50.98,0.29,5,0.52,5.52,0.13,16.23,20.24,0.35,,99.26
,Clinopyroxene,53.32,0.2,2.15,0.69,4.87,0.12,18.51,19.88,0.21,,99.94
,Clinopyroxene,51.86,0.66,2.07,0.04,11.03,0.25,15.03,19.6,0.43,,100.95
,Clinopyroxene,51.32,0.68,2.52,0.11,11.72,0.25,14.43,19.11,0.5,,100.65
,Clinopyroxene,53.38,0.26,2.13,0.95,4.82,0.11,19.1,19.91,0.21,,100.86
,Clinopyroxene,52.59,0.35,2.55,0.15,8.6,0.17,17.47,18.04,0.41,,100.33
,Clinopyroxene,52.93,0.24,2.07,0.77,4.76,0.09,18.84,19.56,0.23,,99.49
,Clinopyroxene,53.1,0.32,1.97,0.43,6.39,0.19,19.48,17.8,0.18,,99.88
,Clinopyroxene,53.78,0.22,1.67,0.61,4.76,0.15,19.19,19.73,0.23,,100.34
,Clinopyroxene,52.83,0.21,2.51,1.02,4.34,0.09,17.93,20.51,0.29,,99.71
,Clinopyroxene,50.63,0.43,2.68,0.15,8.54,0.23,16.96,17.93,0.38,,97.94
,Clinopyroxene,51.19,0.28,1.95,0.64,5.25,0.1,18.49,19.8,0.24,,97.94
,Clinopyroxene,52.25,0.32,1.34,0.18,7.35,0.22,19.95,16.5,0.18,,98.28
